"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02665V03225","Economic Sector NACE Rev 2","C02511V03040","Private or Public Sector","UNIT","VALUE"
"EHQ16C03","Job Vacancies","20152","2015Q2","O","Public administration and defence; compulsory social security (O)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20152","2015Q2","O","Public administration and defence; compulsory social security (O)","-","All sectors","Rate","1.2"
"EHQ16C03","Job Vacancies","20152","2015Q2","P","Education (P)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20152","2015Q2","P","Education (P)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20152","2015Q2","P","Education (P)","-","All sectors","Rate","0.6"
"EHQ16C03","Job Vacancies","20152","2015Q2","Q","Human health and social work activities (Q)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20152","2015Q2","Q","Human health and social work activities (Q)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20152","2015Q2","Q","Human health and social work activities (Q)","-","All sectors","Rate","0.9"
"EHQ16C03","Job Vacancies","20152","2015Q2","Y0900","Industry (B to E)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20152","2015Q2","Y0900","Industry (B to E)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20152","2015Q2","Y0900","Industry (B to E)","-","All sectors","Rate","0.5"
"EHQ16C03","Job Vacancies","20152","2015Q2","Y3500","Financial, insurance and real estate activities (K,L)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20152","2015Q2","Y3500","Financial, insurance and real estate activities (K,L)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20152","2015Q2","Y3500","Financial, insurance and real estate activities (K,L)","-","All sectors","Rate","2"
"EHQ16C03","Job Vacancies","20152","2015Q2","Y7400","Arts, entertainment, recreation and other service activities (R,S)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20152","2015Q2","Y7400","Arts, entertainment, recreation and other service activities (R,S)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20152","2015Q2","Y7400","Arts, entertainment, recreation and other service activities (R,S)","-","All sectors","Rate","0.7"
"EHQ16C03","Job Vacancies","20153","2015Q3","-","All NACE economic sectors","01","Private sector","Rate","1"
"EHQ16C03","Job Vacancies","20153","2015Q3","-","All NACE economic sectors","02","Public sector","Rate","0.9"
"EHQ16C03","Job Vacancies","20153","2015Q3","-","All NACE economic sectors","-","All sectors","Rate","1"
"EHQ16C03","Job Vacancies","20153","2015Q3","F","Construction (F)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20153","2015Q3","F","Construction (F)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20153","2015Q3","F","Construction (F)","-","All sectors","Rate","0.6"
"EHQ16C03","Job Vacancies","20153","2015Q3","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20153","2015Q3","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20153","2015Q3","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","-","All sectors","Rate","0.7"
"EHQ16C03","Job Vacancies","20153","2015Q3","H","Transportation and storage (H)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20153","2015Q3","H","Transportation and storage (H)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20153","2015Q3","H","Transportation and storage (H)","-","All sectors","Rate","0.3"
"EHQ16C03","Job Vacancies","20153","2015Q3","I","Accommodation and food service activities (I)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20153","2015Q3","I","Accommodation and food service activities (I)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20153","2015Q3","I","Accommodation and food service activities (I)","-","All sectors","Rate","0.8"
"EHQ16C03","Job Vacancies","20153","2015Q3","J","Information and communication (J)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20153","2015Q3","J","Information and communication (J)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20153","2015Q3","J","Information and communication (J)","-","All sectors","Rate","2.9"
"EHQ16C03","Job Vacancies","20153","2015Q3","M","Professional, scientific and technical activities (M)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20153","2015Q3","M","Professional, scientific and technical activities (M)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20153","2015Q3","M","Professional, scientific and technical activities (M)","-","All sectors","Rate","1.9"
"EHQ16C03","Job Vacancies","20153","2015Q3","N","Administrative and support service activities (N)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20153","2015Q3","N","Administrative and support service activities (N)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20153","2015Q3","N","Administrative and support service activities (N)","-","All sectors","Rate","1.4"
"EHQ16C03","Job Vacancies","20153","2015Q3","O","Public administration and defence; compulsory social security (O)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20153","2015Q3","O","Public administration and defence; compulsory social security (O)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20153","2015Q3","O","Public administration and defence; compulsory social security (O)","-","All sectors","Rate","0.9"
"EHQ16C03","Job Vacancies","20153","2015Q3","P","Education (P)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20153","2015Q3","P","Education (P)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20153","2015Q3","P","Education (P)","-","All sectors","Rate","0.6"
"EHQ16C03","Job Vacancies","20153","2015Q3","Q","Human health and social work activities (Q)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20153","2015Q3","Q","Human health and social work activities (Q)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20153","2015Q3","Q","Human health and social work activities (Q)","-","All sectors","Rate","1"
"EHQ16C03","Job Vacancies","20153","2015Q3","Y0900","Industry (B to E)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20153","2015Q3","Y0900","Industry (B to E)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20153","2015Q3","Y0900","Industry (B to E)","-","All sectors","Rate","0.6"
"EHQ16C03","Job Vacancies","20153","2015Q3","Y3500","Financial, insurance and real estate activities (K,L)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20153","2015Q3","Y3500","Financial, insurance and real estate activities (K,L)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20153","2015Q3","Y3500","Financial, insurance and real estate activities (K,L)","-","All sectors","Rate","2.3"
"EHQ16C03","Job Vacancies","20153","2015Q3","Y7400","Arts, entertainment, recreation and other service activities (R,S)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20153","2015Q3","Y7400","Arts, entertainment, recreation and other service activities (R,S)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20153","2015Q3","Y7400","Arts, entertainment, recreation and other service activities (R,S)","-","All sectors","Rate","0.9"
"EHQ16C03","Job Vacancies","20154","2015Q4","-","All NACE economic sectors","01","Private sector","Rate","0.8"
"EHQ16C03","Job Vacancies","20154","2015Q4","-","All NACE economic sectors","02","Public sector","Rate","0.9"
"EHQ16C03","Job Vacancies","20154","2015Q4","-","All NACE economic sectors","-","All sectors","Rate","0.9"
"EHQ16C03","Job Vacancies","20154","2015Q4","F","Construction (F)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20154","2015Q4","F","Construction (F)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20154","2015Q4","F","Construction (F)","-","All sectors","Rate","0.3"
"EHQ16C03","Job Vacancies","20154","2015Q4","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20154","2015Q4","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20154","2015Q4","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","-","All sectors","Rate","0.5"
"EHQ16C03","Job Vacancies","20154","2015Q4","H","Transportation and storage (H)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20154","2015Q4","H","Transportation and storage (H)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20154","2015Q4","H","Transportation and storage (H)","-","All sectors","Rate","0.2"
"EHQ16C03","Job Vacancies","20154","2015Q4","I","Accommodation and food service activities (I)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20154","2015Q4","I","Accommodation and food service activities (I)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20154","2015Q4","I","Accommodation and food service activities (I)","-","All sectors","Rate","0.5"
"EHQ16C03","Job Vacancies","20154","2015Q4","J","Information and communication (J)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20154","2015Q4","J","Information and communication (J)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20154","2015Q4","J","Information and communication (J)","-","All sectors","Rate","2.4"
"EHQ16C03","Job Vacancies","20154","2015Q4","M","Professional, scientific and technical activities (M)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20154","2015Q4","M","Professional, scientific and technical activities (M)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20154","2015Q4","M","Professional, scientific and technical activities (M)","-","All sectors","Rate","1.7"
"EHQ16C03","Job Vacancies","20154","2015Q4","N","Administrative and support service activities (N)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20154","2015Q4","N","Administrative and support service activities (N)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20154","2015Q4","N","Administrative and support service activities (N)","-","All sectors","Rate","1.5"
"EHQ16C03","Job Vacancies","20154","2015Q4","O","Public administration and defence; compulsory social security (O)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20154","2015Q4","O","Public administration and defence; compulsory social security (O)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20154","2015Q4","O","Public administration and defence; compulsory social security (O)","-","All sectors","Rate","1.2"
"EHQ16C03","Job Vacancies","20154","2015Q4","P","Education (P)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20154","2015Q4","P","Education (P)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20154","2015Q4","P","Education (P)","-","All sectors","Rate","0.4"
"EHQ16C03","Job Vacancies","20154","2015Q4","Q","Human health and social work activities (Q)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20154","2015Q4","Q","Human health and social work activities (Q)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20154","2015Q4","Q","Human health and social work activities (Q)","-","All sectors","Rate","1"
"EHQ16C03","Job Vacancies","20154","2015Q4","Y0900","Industry (B to E)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20154","2015Q4","Y0900","Industry (B to E)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20154","2015Q4","Y0900","Industry (B to E)","-","All sectors","Rate","0.5"
"EHQ16C03","Job Vacancies","20154","2015Q4","Y3500","Financial, insurance and real estate activities (K,L)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20154","2015Q4","Y3500","Financial, insurance and real estate activities (K,L)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20154","2015Q4","Y3500","Financial, insurance and real estate activities (K,L)","-","All sectors","Rate","1.8"
"EHQ16C03","Job Vacancies","20154","2015Q4","Y7400","Arts, entertainment, recreation and other service activities (R,S)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20154","2015Q4","Y7400","Arts, entertainment, recreation and other service activities (R,S)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20154","2015Q4","Y7400","Arts, entertainment, recreation and other service activities (R,S)","-","All sectors","Rate","0.8"
"EHQ16C03","Job Vacancies","20161","2016Q1","-","All NACE economic sectors","01","Private sector","Rate","1"
"EHQ16C03","Job Vacancies","20161","2016Q1","-","All NACE economic sectors","02","Public sector","Rate","1"
"EHQ16C03","Job Vacancies","20161","2016Q1","-","All NACE economic sectors","-","All sectors","Rate","1"
"EHQ16C03","Job Vacancies","20161","2016Q1","F","Construction (F)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20161","2016Q1","F","Construction (F)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20161","2016Q1","F","Construction (F)","-","All sectors","Rate","0.4"
"EHQ16C03","Job Vacancies","20161","2016Q1","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20161","2016Q1","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20161","2016Q1","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","-","All sectors","Rate","0.6"
"EHQ16C03","Job Vacancies","20161","2016Q1","H","Transportation and storage (H)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20161","2016Q1","H","Transportation and storage (H)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20161","2016Q1","H","Transportation and storage (H)","-","All sectors","Rate","0.3"
"EHQ16C03","Job Vacancies","20161","2016Q1","I","Accommodation and food service activities (I)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20161","2016Q1","I","Accommodation and food service activities (I)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20161","2016Q1","I","Accommodation and food service activities (I)","-","All sectors","Rate","0.7"
"EHQ16C03","Job Vacancies","20161","2016Q1","J","Information and communication (J)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20161","2016Q1","J","Information and communication (J)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20161","2016Q1","J","Information and communication (J)","-","All sectors","Rate","2.4"
"EHQ16C03","Job Vacancies","20161","2016Q1","M","Professional, scientific and technical activities (M)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20161","2016Q1","M","Professional, scientific and technical activities (M)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20161","2016Q1","M","Professional, scientific and technical activities (M)","-","All sectors","Rate","1.7"
"EHQ16C03","Job Vacancies","20161","2016Q1","N","Administrative and support service activities (N)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20161","2016Q1","N","Administrative and support service activities (N)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20161","2016Q1","N","Administrative and support service activities (N)","-","All sectors","Rate","1.2"
"EHQ16C03","Job Vacancies","20161","2016Q1","O","Public administration and defence; compulsory social security (O)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20161","2016Q1","O","Public administration and defence; compulsory social security (O)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20161","2016Q1","O","Public administration and defence; compulsory social security (O)","-","All sectors","Rate","1.5"
"EHQ16C03","Job Vacancies","20161","2016Q1","P","Education (P)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20161","2016Q1","P","Education (P)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20161","2016Q1","P","Education (P)","-","All sectors","Rate","0.3"
"EHQ16C03","Job Vacancies","20161","2016Q1","Q","Human health and social work activities (Q)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20161","2016Q1","Q","Human health and social work activities (Q)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20161","2016Q1","Q","Human health and social work activities (Q)","-","All sectors","Rate","1"
"EHQ16C03","Job Vacancies","20161","2016Q1","Y0900","Industry (B to E)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20161","2016Q1","Y0900","Industry (B to E)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20161","2016Q1","Y0900","Industry (B to E)","-","All sectors","Rate","0.7"
"EHQ16C03","Job Vacancies","20161","2016Q1","Y3500","Financial, insurance and real estate activities (K,L)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20161","2016Q1","Y3500","Financial, insurance and real estate activities (K,L)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20161","2016Q1","Y3500","Financial, insurance and real estate activities (K,L)","-","All sectors","Rate","2.6"
"EHQ16C03","Job Vacancies","20161","2016Q1","Y7400","Arts, entertainment, recreation and other service activities (R,S)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20161","2016Q1","Y7400","Arts, entertainment, recreation and other service activities (R,S)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20161","2016Q1","Y7400","Arts, entertainment, recreation and other service activities (R,S)","-","All sectors","Rate","0.8"
"EHQ16C03","Job Vacancies","20162","2016Q2","-","All NACE economic sectors","01","Private sector","Rate","0.9"
"EHQ16C03","Job Vacancies","20162","2016Q2","-","All NACE economic sectors","02","Public sector","Rate","1.2"
"EHQ16C03","Job Vacancies","20162","2016Q2","-","All NACE economic sectors","-","All sectors","Rate","0.9"
"EHQ16C03","Job Vacancies","20162","2016Q2","F","Construction (F)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20162","2016Q2","F","Construction (F)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20162","2016Q2","F","Construction (F)","-","All sectors","Rate","0.3"
"EHQ16C03","Job Vacancies","20162","2016Q2","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20162","2016Q2","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20162","2016Q2","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","-","All sectors","Rate","0.6"
"EHQ16C03","Job Vacancies","20162","2016Q2","H","Transportation and storage (H)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20162","2016Q2","H","Transportation and storage (H)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20162","2016Q2","H","Transportation and storage (H)","-","All sectors","Rate","0.3"
"EHQ16C03","Job Vacancies","20162","2016Q2","I","Accommodation and food service activities (I)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20162","2016Q2","I","Accommodation and food service activities (I)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20162","2016Q2","I","Accommodation and food service activities (I)","-","All sectors","Rate","0.4"
"EHQ16C03","Job Vacancies","20162","2016Q2","J","Information and communication (J)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20162","2016Q2","J","Information and communication (J)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20162","2016Q2","J","Information and communication (J)","-","All sectors","Rate","1.9"
"EHQ16C03","Job Vacancies","20162","2016Q2","M","Professional, scientific and technical activities (M)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20162","2016Q2","M","Professional, scientific and technical activities (M)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20162","2016Q2","M","Professional, scientific and technical activities (M)","-","All sectors","Rate","1.3"
"EHQ16C03","Job Vacancies","20162","2016Q2","N","Administrative and support service activities (N)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20162","2016Q2","N","Administrative and support service activities (N)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20162","2016Q2","N","Administrative and support service activities (N)","-","All sectors","Rate","1.1"
"EHQ16C03","Job Vacancies","20162","2016Q2","O","Public administration and defence; compulsory social security (O)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20162","2016Q2","O","Public administration and defence; compulsory social security (O)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20162","2016Q2","O","Public administration and defence; compulsory social security (O)","-","All sectors","Rate","1.4"
"EHQ16C03","Job Vacancies","20162","2016Q2","P","Education (P)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20162","2016Q2","P","Education (P)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20162","2016Q2","P","Education (P)","-","All sectors","Rate","0.7"
"EHQ16C03","Job Vacancies","20162","2016Q2","Q","Human health and social work activities (Q)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20162","2016Q2","Q","Human health and social work activities (Q)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20162","2016Q2","Q","Human health and social work activities (Q)","-","All sectors","Rate","1.1"
"EHQ16C03","Job Vacancies","20162","2016Q2","Y0900","Industry (B to E)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20162","2016Q2","Y0900","Industry (B to E)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20162","2016Q2","Y0900","Industry (B to E)","-","All sectors","Rate","0.8"
"EHQ16C03","Job Vacancies","20162","2016Q2","Y3500","Financial, insurance and real estate activities (K,L)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20162","2016Q2","Y3500","Financial, insurance and real estate activities (K,L)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20162","2016Q2","Y3500","Financial, insurance and real estate activities (K,L)","-","All sectors","Rate","2.3"
"EHQ16C03","Job Vacancies","20162","2016Q2","Y7400","Arts, entertainment, recreation and other service activities (R,S)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20162","2016Q2","Y7400","Arts, entertainment, recreation and other service activities (R,S)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20162","2016Q2","Y7400","Arts, entertainment, recreation and other service activities (R,S)","-","All sectors","Rate","0.9"
"EHQ16C03","Job Vacancies","20163","2016Q3","-","All NACE economic sectors","01","Private sector","Rate","1"
"EHQ16C03","Job Vacancies","20163","2016Q3","-","All NACE economic sectors","02","Public sector","Rate","1.2"
"EHQ16C03","Job Vacancies","20163","2016Q3","-","All NACE economic sectors","-","All sectors","Rate","1"
"EHQ16C03","Job Vacancies","20163","2016Q3","F","Construction (F)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20163","2016Q3","F","Construction (F)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20163","2016Q3","F","Construction (F)","-","All sectors","Rate","0.2"
"EHQ16C03","Job Vacancies","20163","2016Q3","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20163","2016Q3","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20163","2016Q3","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","-","All sectors","Rate","0.7"
"EHQ16C03","Job Vacancies","20163","2016Q3","H","Transportation and storage (H)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20163","2016Q3","H","Transportation and storage (H)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20163","2016Q3","H","Transportation and storage (H)","-","All sectors","Rate","0.6"
"EHQ16C03","Job Vacancies","20163","2016Q3","I","Accommodation and food service activities (I)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20163","2016Q3","I","Accommodation and food service activities (I)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20163","2016Q3","I","Accommodation and food service activities (I)","-","All sectors","Rate","0.7"
"EHQ16C03","Job Vacancies","20163","2016Q3","J","Information and communication (J)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20163","2016Q3","J","Information and communication (J)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20163","2016Q3","J","Information and communication (J)","-","All sectors","Rate","1.5"
"EHQ16C03","Job Vacancies","20163","2016Q3","M","Professional, scientific and technical activities (M)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20163","2016Q3","M","Professional, scientific and technical activities (M)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20163","2016Q3","M","Professional, scientific and technical activities (M)","-","All sectors","Rate","2.2"
"EHQ16C03","Job Vacancies","20163","2016Q3","N","Administrative and support service activities (N)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20163","2016Q3","N","Administrative and support service activities (N)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20163","2016Q3","N","Administrative and support service activities (N)","-","All sectors","Rate","1.5"
"EHQ16C03","Job Vacancies","20163","2016Q3","O","Public administration and defence; compulsory social security (O)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20163","2016Q3","O","Public administration and defence; compulsory social security (O)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20163","2016Q3","O","Public administration and defence; compulsory social security (O)","-","All sectors","Rate","1.2"
"EHQ16C03","Job Vacancies","20163","2016Q3","P","Education (P)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20163","2016Q3","P","Education (P)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20163","2016Q3","P","Education (P)","-","All sectors","Rate","0.8"
"EHQ16C03","Job Vacancies","20163","2016Q3","Q","Human health and social work activities (Q)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20163","2016Q3","Q","Human health and social work activities (Q)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20163","2016Q3","Q","Human health and social work activities (Q)","-","All sectors","Rate","1.3"
"EHQ16C03","Job Vacancies","20163","2016Q3","Y0900","Industry (B to E)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20163","2016Q3","Y0900","Industry (B to E)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20163","2016Q3","Y0900","Industry (B to E)","-","All sectors","Rate","0.7"
"EHQ16C03","Job Vacancies","20163","2016Q3","Y3500","Financial, insurance and real estate activities (K,L)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20163","2016Q3","Y3500","Financial, insurance and real estate activities (K,L)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20163","2016Q3","Y3500","Financial, insurance and real estate activities (K,L)","-","All sectors","Rate","2.2"
"EHQ16C03","Job Vacancies","20163","2016Q3","Y7400","Arts, entertainment, recreation and other service activities (R,S)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20163","2016Q3","Y7400","Arts, entertainment, recreation and other service activities (R,S)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20163","2016Q3","Y7400","Arts, entertainment, recreation and other service activities (R,S)","-","All sectors","Rate","1.1"
"EHQ16C03","Job Vacancies","20164","2016Q4","-","All NACE economic sectors","01","Private sector","Rate","0.9"
"EHQ16C03","Job Vacancies","20164","2016Q4","-","All NACE economic sectors","02","Public sector","Rate","1"
"EHQ16C03","Job Vacancies","20164","2016Q4","-","All NACE economic sectors","-","All sectors","Rate","0.9"
"EHQ16C03","Job Vacancies","20164","2016Q4","F","Construction (F)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20164","2016Q4","F","Construction (F)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20164","2016Q4","F","Construction (F)","-","All sectors","Rate","0.6"
"EHQ16C03","Job Vacancies","20164","2016Q4","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20164","2016Q4","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20164","2016Q4","G","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","-","All sectors","Rate","0.8"
"EHQ16C03","Job Vacancies","20164","2016Q4","H","Transportation and storage (H)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20164","2016Q4","H","Transportation and storage (H)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20164","2016Q4","H","Transportation and storage (H)","-","All sectors","Rate","0.5"
"EHQ16C03","Job Vacancies","20164","2016Q4","I","Accommodation and food service activities (I)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20164","2016Q4","I","Accommodation and food service activities (I)","02","Public sector","Rate",""
"EHQ16C03","Job Vacancies","20164","2016Q4","I","Accommodation and food service activities (I)","-","All sectors","Rate","0.7"
"EHQ16C03","Job Vacancies","20164","2016Q4","J","Information and communication (J)","01","Private sector","Rate",""
"EHQ16C03","Job Vacancies","20164","2016Q4","J","Information and communication (J)","02","Public sector","Rate",""
