"Statistic Label","Quarter","NACE Rev. 2 Sector","UNIT","VALUE"
"Job Creation","2024Q3","Administrative and support service activities (N)","Thousand","12789"
"Job Creation","2024Q3","Public administration and defence; compulsory social security (O)","Thousand","3721"
"Job Creation","2024Q3","Education (P)","Thousand","15785"
"Job Creation","2024Q3","Human health and social work activities (Q)","Thousand","14488"
"Job Creation","2024Q3","Arts, entertainment, recreation and other service activities (R,S)","Thousand","10512"
"Job Creation","2024Q3","Services (T, U)","Thousand","68"
"Job Destruction","2020Q2","All NACE economic sectors","Thousand","392128"
"Job Destruction","2020Q2","Not stated","Thousand","564"
"Job Destruction","2020Q2","Agriculture, forestry and fishing (A)","Thousand","3513"
"Job Destruction","2020Q2","Industry (B to E)","Thousand","13867"
"Job Destruction","2020Q2","Construction (F)","Thousand","17017"
"Job Destruction","2020Q2","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","54368"
"Job Destruction","2020Q2","Transportation and storage (H)","Thousand","10790"
"Job Destruction","2020Q2","Accommodation and food service activities (I)","Thousand","135498"
"Job Destruction","2020Q2","Information and communication (J)","Thousand","7754"
"Job Destruction","2020Q2","Financial, insurance and real estate activities (K, L)","Thousand","13244"
"Job Destruction","2020Q2","Professional, scientific and technical activities (M)","Thousand","17562"
"Job Destruction","2020Q2","Administrative and support service activities (N)","Thousand","33634"
"Job Destruction","2020Q2","Public administration and defence; compulsory social security (O)","Thousand","11314"
"Job Destruction","2020Q2","Education (P)","Thousand","16808"
"Job Destruction","2020Q2","Human health and social work activities (Q)","Thousand","17755"
"Job Destruction","2020Q2","Arts, entertainment, recreation and other service activities (R,S)","Thousand","38081"
"Job Destruction","2020Q2","Services (T, U)","Thousand","359"
"Job Destruction","2020Q3","All NACE economic sectors","Thousand","77048"
"Job Destruction","2020Q3","Not stated","Thousand","119"
"Job Destruction","2020Q3","Agriculture, forestry and fishing (A)","Thousand","2022"
"Job Destruction","2020Q3","Industry (B to E)","Thousand","4719"
"Job Destruction","2020Q3","Construction (F)","Thousand","4948"
"Job Destruction","2020Q3","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","10216"
"Job Destruction","2020Q3","Transportation and storage (H)","Thousand","3440"
"Job Destruction","2020Q3","Accommodation and food service activities (I)","Thousand","5565"
"Job Destruction","2020Q3","Information and communication (J)","Thousand","3439"
"Job Destruction","2020Q3","Financial, insurance and real estate activities (K, L)","Thousand","3848"
"Job Destruction","2020Q3","Professional, scientific and technical activities (M)","Thousand","5763"
"Job Destruction","2020Q3","Administrative and support service activities (N)","Thousand","6608"
"Job Destruction","2020Q3","Public administration and defence; compulsory social security (O)","Thousand","1673"
"Job Destruction","2020Q3","Education (P)","Thousand","16657"
"Job Destruction","2020Q3","Human health and social work activities (Q)","Thousand","4843"
"Job Destruction","2020Q3","Arts, entertainment, recreation and other service activities (R,S)","Thousand","3127"
"Job Destruction","2020Q3","Services (T, U)","Thousand","61"
"Job Destruction","2020Q4","All NACE economic sectors","Thousand","125426"
"Job Destruction","2020Q4","Not stated","Thousand","154"
"Job Destruction","2020Q4","Agriculture, forestry and fishing (A)","Thousand","3457"
"Job Destruction","2020Q4","Industry (B to E)","Thousand","9948"
"Job Destruction","2020Q4","Construction (F)","Thousand","12549"
"Job Destruction","2020Q4","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","18419"
"Job Destruction","2020Q4","Transportation and storage (H)","Thousand","4425"
"Job Destruction","2020Q4","Accommodation and food service activities (I)","Thousand","22595"
"Job Destruction","2020Q4","Information and communication (J)","Thousand","4872"
"Job Destruction","2020Q4","Financial, insurance and real estate activities (K, L)","Thousand","5417"
"Job Destruction","2020Q4","Professional, scientific and technical activities (M)","Thousand","8470"
"Job Destruction","2020Q4","Administrative and support service activities (N)","Thousand","6817"
"Job Destruction","2020Q4","Public administration and defence; compulsory social security (O)","Thousand","2141"
"Job Destruction","2020Q4","Education (P)","Thousand","4729"
"Job Destruction","2020Q4","Human health and social work activities (Q)","Thousand","9833"
"Job Destruction","2020Q4","Arts, entertainment, recreation and other service activities (R,S)","Thousand","11526"
"Job Destruction","2020Q4","Services (T, U)","Thousand","74"
"Job Destruction","2021Q1","All NACE economic sectors","Thousand","227622"
"Job Destruction","2021Q1","Not stated","Thousand","291"
"Job Destruction","2021Q1","Agriculture, forestry and fishing (A)","Thousand","3518"
"Job Destruction","2021Q1","Industry (B to E)","Thousand","9566"
"Job Destruction","2021Q1","Construction (F)","Thousand","12744"
"Job Destruction","2021Q1","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","30180"
"Job Destruction","2021Q1","Transportation and storage (H)","Thousand","6093"
"Job Destruction","2021Q1","Accommodation and food service activities (I)","Thousand","62479"
"Job Destruction","2021Q1","Information and communication (J)","Thousand","8102"
"Job Destruction","2021Q1","Financial, insurance and real estate activities (K, L)","Thousand","19503"
"Job Destruction","2021Q1","Professional, scientific and technical activities (M)","Thousand","7162"
"Job Destruction","2021Q1","Administrative and support service activities (N)","Thousand","15512"
"Job Destruction","2021Q1","Public administration and defence; compulsory social security (O)","Thousand","4182"
"Job Destruction","2021Q1","Education (P)","Thousand","17978"
"Job Destruction","2021Q1","Human health and social work activities (Q)","Thousand","7820"
"Job Destruction","2021Q1","Arts, entertainment, recreation and other service activities (R,S)","Thousand","22286"
"Job Destruction","2021Q1","Services (T, U)","Thousand","206"
"Job Destruction","2021Q2","All NACE economic sectors","Thousand","51904"
"Job Destruction","2021Q2","Not stated","Thousand","113"
"Job Destruction","2021Q2","Agriculture, forestry and fishing (A)","Thousand","1478"
"Job Destruction","2021Q2","Industry (B to E)","Thousand","3721"
"Job Destruction","2021Q2","Construction (F)","Thousand","4910"
"Job Destruction","2021Q2","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","13688"
"Job Destruction","2021Q2","Transportation and storage (H)","Thousand","1994"
"Job Destruction","2021Q2","Accommodation and food service activities (I)","Thousand","5346"
"Job Destruction","2021Q2","Information and communication (J)","Thousand","2857"
"Job Destruction","2021Q2","Financial, insurance and real estate activities (K, L)","Thousand","2591"
"Job Destruction","2021Q2","Professional, scientific and technical activities (M)","Thousand","2802"
"Job Destruction","2021Q2","Administrative and support service activities (N)","Thousand","4808"
"Job Destruction","2021Q2","Public administration and defence; compulsory social security (O)","Thousand","166"
"Job Destruction","2021Q2","Education (P)","Thousand","1425"
"Job Destruction","2021Q2","Human health and social work activities (Q)","Thousand","4407"
"Job Destruction","2021Q2","Arts, entertainment, recreation and other service activities (R,S)","Thousand","1547"
"Job Destruction","2021Q2","Services (T, U)","Thousand","51"
"Job Destruction","2021Q3","All NACE economic sectors","Thousand","58259"
"Job Destruction","2021Q3","Not stated","Thousand","128"
"Job Destruction","2021Q3","Agriculture, forestry and fishing (A)","Thousand","2282"
"Job Destruction","2021Q3","Industry (B to E)","Thousand","3405"
"Job Destruction","2021Q3","Construction (F)","Thousand","4538"
"Job Destruction","2021Q3","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","7385"
"Job Destruction","2021Q3","Transportation and storage (H)","Thousand","2402"
"Job Destruction","2021Q3","Accommodation and food service activities (I)","Thousand","2670"
"Job Destruction","2021Q3","Information and communication (J)","Thousand","3773"
"Job Destruction","2021Q3","Financial, insurance and real estate activities (K, L)","Thousand","2696"
"Job Destruction","2021Q3","Professional, scientific and technical activities (M)","Thousand","3631"
"Job Destruction","2021Q3","Administrative and support service activities (N)","Thousand","2808"
"Job Destruction","2021Q3","Public administration and defence; compulsory social security (O)","Thousand","1862"
"Job Destruction","2021Q3","Education (P)","Thousand","14607"
"Job Destruction","2021Q3","Human health and social work activities (Q)","Thousand","3712"
"Job Destruction","2021Q3","Arts, entertainment, recreation and other service activities (R,S)","Thousand","2304"
"Job Destruction","2021Q3","Services (T, U)","Thousand","56"
"Job Destruction","2021Q4","All NACE economic sectors","Thousand","114717"
"Job Destruction","2021Q4","Not stated","Thousand","242"
"Job Destruction","2021Q4","Agriculture, forestry and fishing (A)","Thousand","3483"
"Job Destruction","2021Q4","Industry (B to E)","Thousand","8910"
"Job Destruction","2021Q4","Construction (F)","Thousand","9207"
"Job Destruction","2021Q4","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","15400"
"Job Destruction","2021Q4","Transportation and storage (H)","Thousand","2648"
"Job Destruction","2021Q4","Accommodation and food service activities (I)","Thousand","18022"
"Job Destruction","2021Q4","Information and communication (J)","Thousand","6660"
"Job Destruction","2021Q4","Financial, insurance and real estate activities (K, L)","Thousand","4277"
"Job Destruction","2021Q4","Professional, scientific and technical activities (M)","Thousand","8106"
"Job Destruction","2021Q4","Administrative and support service activities (N)","Thousand","5910"
"Job Destruction","2021Q4","Public administration and defence; compulsory social security (O)","Thousand","2734"
"Job Destruction","2021Q4","Education (P)","Thousand","12860"
"Job Destruction","2021Q4","Human health and social work activities (Q)","Thousand","8046"
"Job Destruction","2021Q4","Arts, entertainment, recreation and other service activities (R,S)","Thousand","8143"
"Job Destruction","2021Q4","Services (T, U)","Thousand","69"
"Job Destruction","2022Q1","All NACE economic sectors","Thousand","131019"
"Job Destruction","2022Q1","Not stated","Thousand","168"
"Job Destruction","2022Q1","Agriculture, forestry and fishing (A)","Thousand","3038"
"Job Destruction","2022Q1","Industry (B to E)","Thousand","9183"
"Job Destruction","2022Q1","Construction (F)","Thousand","7629"
"Job Destruction","2022Q1","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","26766"
"Job Destruction","2022Q1","Transportation and storage (H)","Thousand","3706"
"Job Destruction","2022Q1","Accommodation and food service activities (I)","Thousand","15859"
"Job Destruction","2022Q1","Information and communication (J)","Thousand","7626"
"Job Destruction","2022Q1","Financial, insurance and real estate activities (K, L)","Thousand","5202"
"Job Destruction","2022Q1","Professional, scientific and technical activities (M)","Thousand","9316"
"Job Destruction","2022Q1","Administrative and support service activities (N)","Thousand","9518"
"Job Destruction","2022Q1","Public administration and defence; compulsory social security (O)","Thousand","4026"
"Job Destruction","2022Q1","Education (P)","Thousand","11645"
"Job Destruction","2022Q1","Human health and social work activities (Q)","Thousand","9127"
"Job Destruction","2022Q1","Arts, entertainment, recreation and other service activities (R,S)","Thousand","8125"
"Job Destruction","2022Q1","Services (T, U)","Thousand","85"
"Job Destruction","2022Q2","All NACE economic sectors","Thousand","59730"
"Job Destruction","2022Q2","Not stated","Thousand","144"
"Job Destruction","2022Q2","Agriculture, forestry and fishing (A)","Thousand","1551"
"Job Destruction","2022Q2","Industry (B to E)","Thousand","4312"
"Job Destruction","2022Q2","Construction (F)","Thousand","6607"
"Job Destruction","2022Q2","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","13232"
"Job Destruction","2022Q2","Transportation and storage (H)","Thousand","2161"
"Job Destruction","2022Q2","Accommodation and food service activities (I)","Thousand","6954"
"Job Destruction","2022Q2","Information and communication (J)","Thousand","2937"
"Job Destruction","2022Q2","Financial, insurance and real estate activities (K, L)","Thousand","2353"
"Job Destruction","2022Q2","Professional, scientific and technical activities (M)","Thousand","3828"
"Job Destruction","2022Q2","Administrative and support service activities (N)","Thousand","4277"
"Job Destruction","2022Q2","Public administration and defence; compulsory social security (O)","Thousand","491"
"Job Destruction","2022Q2","Education (P)","Thousand","1731"
"Job Destruction","2022Q2","Human health and social work activities (Q)","Thousand","6061"
"Job Destruction","2022Q2","Arts, entertainment, recreation and other service activities (R,S)","Thousand","3045"
"Job Destruction","2022Q2","Services (T, U)","Thousand","46"
"Job Destruction","2022Q3","All NACE economic sectors","Thousand","99271"
"Job Destruction","2022Q3","Not stated","Thousand","188"
"Job Destruction","2022Q3","Agriculture, forestry and fishing (A)","Thousand","2538"
"Job Destruction","2022Q3","Industry (B to E)","Thousand","4636"
"Job Destruction","2022Q3","Construction (F)","Thousand","6804"
"Job Destruction","2022Q3","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","12164"
"Job Destruction","2022Q3","Transportation and storage (H)","Thousand","1974"
"Job Destruction","2022Q3","Accommodation and food service activities (I)","Thousand","13293"
"Job Destruction","2022Q3","Information and communication (J)","Thousand","4477"
"Job Destruction","2022Q3","Financial, insurance and real estate activities (K, L)","Thousand","2979"
"Job Destruction","2022Q3","Professional, scientific and technical activities (M)","Thousand","4890"
"Job Destruction","2022Q3","Administrative and support service activities (N)","Thousand","5906"
"Job Destruction","2022Q3","Public administration and defence; compulsory social security (O)","Thousand","7296"
"Job Destruction","2022Q3","Education (P)","Thousand","21139"
"Job Destruction","2022Q3","Human health and social work activities (Q)","Thousand","5708"
"Job Destruction","2022Q3","Arts, entertainment, recreation and other service activities (R,S)","Thousand","5216"
"Job Destruction","2022Q3","Services (T, U)","Thousand","63"
"Job Destruction","2022Q4","All NACE economic sectors","Thousand","145791"
"Job Destruction","2022Q4","Not stated","Thousand","265"
"Job Destruction","2022Q4","Agriculture, forestry and fishing (A)","Thousand","3694"
"Job Destruction","2022Q4","Industry (B to E)","Thousand","10919"
"Job Destruction","2022Q4","Construction (F)","Thousand","11633"
"Job Destruction","2022Q4","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","18892"
"Job Destruction","2022Q4","Transportation and storage (H)","Thousand","3107"
"Job Destruction","2022Q4","Accommodation and food service activities (I)","Thousand","26309"
"Job Destruction","2022Q4","Information and communication (J)","Thousand","7871"
"Job Destruction","2022Q4","Financial, insurance and real estate activities (K, L)","Thousand","4773"
"Job Destruction","2022Q4","Professional, scientific and technical activities (M)","Thousand","8499"
"Job Destruction","2022Q4","Administrative and support service activities (N)","Thousand","12967"
"Job Destruction","2022Q4","Public administration and defence; compulsory social security (O)","Thousand","774"
"Job Destruction","2022Q4","Education (P)","Thousand","14102"
"Job Destruction","2022Q4","Human health and social work activities (Q)","Thousand","10165"
"Job Destruction","2022Q4","Arts, entertainment, recreation and other service activities (R,S)","Thousand","11750"
"Job Destruction","2022Q4","Services (T, U)","Thousand","71"
"Job Destruction","2023Q1","All NACE economic sectors","Thousand","146029"
"Job Destruction","2023Q1","Not stated","Thousand","260"
"Job Destruction","2023Q1","Agriculture, forestry and fishing (A)","Thousand","3067"
"Job Destruction","2023Q1","Industry (B to E)","Thousand","7309"
"Job Destruction","2023Q1","Construction (F)","Thousand","8921"
"Job Destruction","2023Q1","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","20836"
"Job Destruction","2023Q1","Transportation and storage (H)","Thousand","3828"
"Job Destruction","2023Q1","Accommodation and food service activities (I)","Thousand","22546"
"Job Destruction","2023Q1","Information and communication (J)","Thousand","8288"
"Job Destruction","2023Q1","Financial, insurance and real estate activities (K, L)","Thousand","4812"
"Job Destruction","2023Q1","Professional, scientific and technical activities (M)","Thousand","7325"
"Job Destruction","2023Q1","Administrative and support service activities (N)","Thousand","14364"
"Job Destruction","2023Q1","Public administration and defence; compulsory social security (O)","Thousand","3335"
"Job Destruction","2023Q1","Education (P)","Thousand","21850"
"Job Destruction","2023Q1","Human health and social work activities (Q)","Thousand","11957"
"Job Destruction","2023Q1","Arts, entertainment, recreation and other service activities (R,S)","Thousand","7268"
"Job Destruction","2023Q1","Services (T, U)","Thousand","63"
"Job Destruction","2023Q2","All NACE economic sectors","Thousand","85294"
"Job Destruction","2023Q2","Not stated","Thousand","181"
"Job Destruction","2023Q2","Agriculture, forestry and fishing (A)","Thousand","1775"
"Job Destruction","2023Q2","Industry (B to E)","Thousand","5935"
"Job Destruction","2023Q2","Construction (F)","Thousand","7440"
"Job Destruction","2023Q2","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","15555"
"Job Destruction","2023Q2","Transportation and storage (H)","Thousand","2431"
"Job Destruction","2023Q2","Accommodation and food service activities (I)","Thousand","9599"
"Job Destruction","2023Q2","Information and communication (J)","Thousand","5785"
"Job Destruction","2023Q2","Financial, insurance and real estate activities (K, L)","Thousand","3411"
"Job Destruction","2023Q2","Professional, scientific and technical activities (M)","Thousand","5930"
"Job Destruction","2023Q2","Administrative and support service activities (N)","Thousand","7426"
"Job Destruction","2023Q2","Public administration and defence; compulsory social security (O)","Thousand","3831"
"Job Destruction","2023Q2","Education (P)","Thousand","2054"
"Job Destruction","2023Q2","Human health and social work activities (Q)","Thousand","9919"
"Job Destruction","2023Q2","Arts, entertainment, recreation and other service activities (R,S)","Thousand","3967"
"Job Destruction","2023Q2","Services (T, U)","Thousand","55"
"Job Destruction","2023Q3","All NACE economic sectors","Thousand","102335"
"Job Destruction","2023Q3","Not stated","Thousand","259"
"Job Destruction","2023Q3","Agriculture, forestry and fishing (A)","Thousand","2696"
"Job Destruction","2023Q3","Industry (B to E)","Thousand","5114"
"Job Destruction","2023Q3","Construction (F)","Thousand","7172"
"Job Destruction","2023Q3","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","12157"
"Job Destruction","2023Q3","Transportation and storage (H)","Thousand","2673"
"Job Destruction","2023Q3","Accommodation and food service activities (I)","Thousand","12629"
"Job Destruction","2023Q3","Information and communication (J)","Thousand","6217"
"Job Destruction","2023Q3","Financial, insurance and real estate activities (K, L)","Thousand","5684"
"Job Destruction","2023Q3","Professional, scientific and technical activities (M)","Thousand","5492"
"Job Destruction","2023Q3","Administrative and support service activities (N)","Thousand","8318"
"Job Destruction","2023Q3","Public administration and defence; compulsory social security (O)","Thousand","2884"
"Job Destruction","2023Q3","Education (P)","Thousand","20452"
"Job Destruction","2023Q3","Human health and social work activities (Q)","Thousand","5751"
"Job Destruction","2023Q3","Arts, entertainment, recreation and other service activities (R,S)","Thousand","4782"
"Job Destruction","2023Q3","Services (T, U)","Thousand","55"
"Job Destruction","2023Q4","All NACE economic sectors","Thousand","150787"
"Job Destruction","2023Q4","Not stated","Thousand","303"
"Job Destruction","2023Q4","Agriculture, forestry and fishing (A)","Thousand","3329"
"Job Destruction","2023Q4","Industry (B to E)","Thousand","10398"
"Job Destruction","2023Q4","Construction (F)","Thousand","11019"
"Job Destruction","2023Q4","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","17028"
"Job Destruction","2023Q4","Transportation and storage (H)","Thousand","3284"
"Job Destruction","2023Q4","Accommodation and food service activities (I)","Thousand","23547"
"Job Destruction","2023Q4","Information and communication (J)","Thousand","7491"
"Job Destruction","2023Q4","Financial, insurance and real estate activities (K, L)","Thousand","5310"
"Job Destruction","2023Q4","Professional, scientific and technical activities (M)","Thousand","9884"
"Job Destruction","2023Q4","Administrative and support service activities (N)","Thousand","12491"
"Job Destruction","2023Q4","Public administration and defence; compulsory social security (O)","Thousand","3249"
"Job Destruction","2023Q4","Education (P)","Thousand","21919"
"Job Destruction","2023Q4","Human health and social work activities (Q)","Thousand","10379"
"Job Destruction","2023Q4","Arts, entertainment, recreation and other service activities (R,S)","Thousand","11096"
"Job Destruction","2023Q4","Services (T, U)","Thousand","60"
"Job Destruction","2024Q1","All NACE economic sectors","Thousand","118398"
"Job Destruction","2024Q1","Not stated","Thousand","265"
"Job Destruction","2024Q1","Agriculture, forestry and fishing (A)","Thousand","3044"
"Job Destruction","2024Q1","Industry (B to E)","Thousand","6651"
"Job Destruction","2024Q1","Construction (F)","Thousand","8746"
"Job Destruction","2024Q1","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","19915"
"Job Destruction","2024Q1","Transportation and storage (H)","Thousand","3293"
"Job Destruction","2024Q1","Accommodation and food service activities (I)","Thousand","20994"
"Job Destruction","2024Q1","Information and communication (J)","Thousand","5959"
"Job Destruction","2024Q1","Financial, insurance and real estate activities (K, L)","Thousand","4769"
"Job Destruction","2024Q1","Professional, scientific and technical activities (M)","Thousand","7518"
"Job Destruction","2024Q1","Administrative and support service activities (N)","Thousand","13204"
"Job Destruction","2024Q1","Public administration and defence; compulsory social security (O)","Thousand","1232"
"Job Destruction","2024Q1","Education (P)","Thousand","6178"
"Job Destruction","2024Q1","Human health and social work activities (Q)","Thousand","8773"
"Job Destruction","2024Q1","Arts, entertainment, recreation and other service activities (R,S)","Thousand","7799"
"Job Destruction","2024Q1","Services (T, U)","Thousand","58"
"Job Destruction","2024Q2","All NACE economic sectors","Thousand","84662"
"Job Destruction","2024Q2","Not stated","Thousand","210"
"Job Destruction","2024Q2","Agriculture, forestry and fishing (A)","Thousand","1622"
"Job Destruction","2024Q2","Industry (B to E)","Thousand","5475"
"Job Destruction","2024Q2","Construction (F)","Thousand","7064"
"Job Destruction","2024Q2","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","16899"
"Job Destruction","2024Q2","Transportation and storage (H)","Thousand","2992"
"Job Destruction","2024Q2","Accommodation and food service activities (I)","Thousand","10451"
"Job Destruction","2024Q2","Information and communication (J)","Thousand","4504"
"Job Destruction","2024Q2","Financial, insurance and real estate activities (K, L)","Thousand","3379"
"Job Destruction","2024Q2","Professional, scientific and technical activities (M)","Thousand","5347"
"Job Destruction","2024Q2","Administrative and support service activities (N)","Thousand","7718"
"Job Destruction","2024Q2","Public administration and defence; compulsory social security (O)","Thousand","1736"
"Job Destruction","2024Q2","Education (P)","Thousand","2772"
"Job Destruction","2024Q2","Human health and social work activities (Q)","Thousand","9901"
"Job Destruction","2024Q2","Arts, entertainment, recreation and other service activities (R,S)","Thousand","4556"
"Job Destruction","2024Q2","Services (T, U)","Thousand","36"
"Job Destruction","2024Q3","All NACE economic sectors","Thousand","119706"
"Job Destruction","2024Q3","Not stated","Thousand","244"
"Job Destruction","2024Q3","Agriculture, forestry and fishing (A)","Thousand","2625"
"Job Destruction","2024Q3","Industry (B to E)","Thousand","7106"
"Job Destruction","2024Q3","Construction (F)","Thousand","6931"
"Job Destruction","2024Q3","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","12306"
"Job Destruction","2024Q3","Transportation and storage (H)","Thousand","2506"
"Job Destruction","2024Q3","Accommodation and food service activities (I)","Thousand","13325"
"Job Destruction","2024Q3","Information and communication (J)","Thousand","5813"
"Job Destruction","2024Q3","Financial, insurance and real estate activities (K, L)","Thousand","3830"
"Job Destruction","2024Q3","Professional, scientific and technical activities (M)","Thousand","10918"
"Job Destruction","2024Q3","Administrative and support service activities (N)","Thousand","8117"
"Job Destruction","2024Q3","Public administration and defence; compulsory social security (O)","Thousand","5325"
"Job Destruction","2024Q3","Education (P)","Thousand","24174"
"Job Destruction","2024Q3","Human health and social work activities (Q)","Thousand","10752"
"Job Destruction","2024Q3","Arts, entertainment, recreation and other service activities (R,S)","Thousand","5677"
"Job Destruction","2024Q3","Services (T, U)","Thousand","57"
"Job Churn","2020Q2","All NACE economic sectors","Thousand","185984"
"Job Churn","2020Q2","Not stated","Thousand","28"
"Job Churn","2020Q2","Agriculture, forestry and fishing (A)","Thousand","2498"
"Job Churn","2020Q2","Industry (B to E)","Thousand","16166"
"Job Churn","2020Q2","Construction (F)","Thousand","13532"
"Job Churn","2020Q2","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","32602"
"Job Churn","2020Q2","Transportation and storage (H)","Thousand","5922"
"Job Churn","2020Q2","Accommodation and food service activities (I)","Thousand","10538"
"Job Churn","2020Q2","Information and communication (J)","Thousand","6332"
"Job Churn","2020Q2","Financial, insurance and real estate activities (K, L)","Thousand","6742"
"Job Churn","2020Q2","Professional, scientific and technical activities (M)","Thousand","10296"
"Job Churn","2020Q2","Administrative and support service activities (N)","Thousand","28950"
"Job Churn","2020Q2","Public administration and defence; compulsory social security (O)","Thousand","8734"
"Job Churn","2020Q2","Education (P)","Thousand","15732"
"Job Churn","2020Q2","Human health and social work activities (Q)","Thousand","23606"
"Job Churn","2020Q2","Arts, entertainment, recreation and other service activities (R,S)","Thousand","4258"
"Job Churn","2020Q2","Services (T, U)","Thousand","48"
"Job Churn","2020Q3","All NACE economic sectors","Thousand","199536"
"Job Churn","2020Q3","Not stated","Thousand","70"
"Job Churn","2020Q3","Agriculture, forestry and fishing (A)","Thousand","2248"
"Job Churn","2020Q3","Industry (B to E)","Thousand","14920"
"Job Churn","2020Q3","Construction (F)","Thousand","10114"
"Job Churn","2020Q3","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","29194"
"Job Churn","2020Q3","Transportation and storage (H)","Thousand","5862"
"Job Churn","2020Q3","Accommodation and food service activities (I)","Thousand","13416"
"Job Churn","2020Q3","Information and communication (J)","Thousand","6368"
"Job Churn","2020Q3","Financial, insurance and real estate activities (K, L)","Thousand","8122"
"Job Churn","2020Q3","Professional, scientific and technical activities (M)","Thousand","9724"
"Job Churn","2020Q3","Administrative and support service activities (N)","Thousand","34328"
"Job Churn","2020Q3","Public administration and defence; compulsory social security (O)","Thousand","10264"
"Job Churn","2020Q3","Education (P)","Thousand","25498"
"Job Churn","2020Q3","Human health and social work activities (Q)","Thousand","24430"
"Job Churn","2020Q3","Arts, entertainment, recreation and other service activities (R,S)","Thousand","4930"
"Job Churn","2020Q3","Services (T, U)","Thousand","48"
"Job Churn","2020Q4","All NACE economic sectors","Thousand","274522"
"Job Churn","2020Q4","Not stated","Thousand","50"
"Job Churn","2020Q4","Agriculture, forestry and fishing (A)","Thousand","2562"
"Job Churn","2020Q4","Industry (B to E)","Thousand","20668"
"Job Churn","2020Q4","Construction (F)","Thousand","13764"
"Job Churn","2020Q4","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","44916"
"Job Churn","2020Q4","Transportation and storage (H)","Thousand","6864"
"Job Churn","2020Q4","Accommodation and food service activities (I)","Thousand","31552"
"Job Churn","2020Q4","Information and communication (J)","Thousand","8998"
"Job Churn","2020Q4","Financial, insurance and real estate activities (K, L)","Thousand","10160"
"Job Churn","2020Q4","Professional, scientific and technical activities (M)","Thousand","13536"
"Job Churn","2020Q4","Administrative and support service activities (N)","Thousand","39080"
"Job Churn","2020Q4","Public administration and defence; compulsory social security (O)","Thousand","12434"
"Job Churn","2020Q4","Education (P)","Thousand","27512"
"Job Churn","2020Q4","Human health and social work activities (Q)","Thousand","34750"
"Job Churn","2020Q4","Arts, entertainment, recreation and other service activities (R,S)","Thousand","7614"
"Job Churn","2020Q4","Services (T, U)","Thousand","62"
"Job Churn","2021Q1","All NACE economic sectors","Thousand","197914"
"Job Churn","2021Q1","Not stated","Thousand","26"
"Job Churn","2021Q1","Agriculture, forestry and fishing (A)","Thousand","2946"
"Job Churn","2021Q1","Industry (B to E)","Thousand","15630"
"Job Churn","2021Q1","Construction (F)","Thousand","8028"
"Job Churn","2021Q1","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","29632"
"Job Churn","2021Q1","Transportation and storage (H)","Thousand","6164"
"Job Churn","2021Q1","Accommodation and food service activities (I)","Thousand","12612"
"Job Churn","2021Q1","Information and communication (J)","Thousand","7530"
"Job Churn","2021Q1","Financial, insurance and real estate activities (K, L)","Thousand","6734"
"Job Churn","2021Q1","Professional, scientific and technical activities (M)","Thousand","11782"
"Job Churn","2021Q1","Administrative and support service activities (N)","Thousand","32928"
"Job Churn","2021Q1","Public administration and defence; compulsory social security (O)","Thousand","12400"
"Job Churn","2021Q1","Education (P)","Thousand","21170"
"Job Churn","2021Q1","Human health and social work activities (Q)","Thousand","25916"
"Job Churn","2021Q1","Arts, entertainment, recreation and other service activities (R,S)","Thousand","4368"
"Job Churn","2021Q1","Services (T, U)","Thousand","48"
"Job Churn","2021Q2","All NACE economic sectors","Thousand","237638"
"Job Churn","2021Q2","Not stated","Thousand","44"
"Job Churn","2021Q2","Agriculture, forestry and fishing (A)","Thousand","2456"
"Job Churn","2021Q2","Industry (B to E)","Thousand","18952"
"Job Churn","2021Q2","Construction (F)","Thousand","13132"
"Job Churn","2021Q2","Wholesale and retail trade; repair of motor vehicles and motorcycles (G)","Thousand","44256"
"Job Churn","2021Q2","Transportation and storage (H)","Thousand","6568"
